algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,RANGE_PR_AUC,BestF1Score,FalseNegativeRate,result_path,Recommendation_ACC
AutoEncoder (AE),OBSEA,2021-01-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.194584608078003,,,13.161498308181764,,,0.3435017388805227,0.89876267199307,0.7284858374470715,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.7284858374470715
DenoisingAutoEncoder (DAE),OBSEA,2021-01-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",21.35532522201538,,,13.594378471374512,,,0.4149841804678252,0.8964939345824127,0.7284858374470715,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.7284858374470715
AutoEncoder (AE),OBSEA,2021-01-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.29146146774292,,,14.66705322265625,,,0.7288348127497078,0.8366954814642811,0.7345245518661442,0.0131457564575645,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.7213787954085796
Random Black Forest (RR),OBSEA,2021-01-10,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,2,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2476.3795528411865,,,21.96765875816345,,,0.543039653230291,0.9466981396212514,0.9638121039873896,0.2568976088289393,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.7069144951584503
Random Black Forest (RR),OBSEA,2021-01-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",129.40589451789856,,,19.06014513969421,,,0.7332545246018324,0.7757850576143447,0.723527315335737,0.0170807453416149,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.7064465699941221
AutoEncoder (AE),OBSEA,2021-01-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.6997594833374,,,14.815112113952637,,,0.703376419951577,0.852889104889853,0.7082829060825806,0.0071960935492161,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.7010868125333645
AutoEncoder (AE),OBSEA,2021-01-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",23.429113626480103,,,12.063773155212402,,,0.8187513638099394,0.7932536444275601,0.7842957844030908,0.0846273291925465,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6996684552105443
AutoEncoder (AE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",23.001510858535767,,,11.476523399353027,,,0.5080775122741269,0.7321555414201466,0.6979081983823118,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6979081983823118
HBOS,OBSEA,2021-01-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,15.112248182296751,,,0.5534488396573054,0.8569300909439033,0.6979081983823118,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.6979081983823118
DenoisingAutoEncoder (DAE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",17.804251194000244,,,13.521794557571411,,,0.4927930995682947,0.7818570817919775,0.6979081983823118,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6979081983823118
DenoisingAutoEncoder (DAE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",20.278117179870605,,,14.436633348464966,,,0.5642861896695714,0.8613179203652757,0.6949159975945282,0.0017905102954341,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6931254872990941
AutoEncoder (AE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",21.388404846191406,,,13.036612272262571,,,0.5527089108591433,0.8569429384806602,0.6900690375928734,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6900690375928734
DenoisingAutoEncoder (DAE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",18.381234407424927,,,9.305045127868652,,,0.6595963884415071,0.8582201502225497,0.6993179070756111,0.0131868131868131,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.686131093888798
DenoisingAutoEncoder (DAE),OBSEA,2021-01-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",18.239561080932617,,,12.28918194770813,,,0.8153014929172804,0.7269803665896287,0.7850924564422009,0.1001552795031055,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6849371769390954
HBOS,OBSEA,2021-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,13.439655303955078,,,0.640987749090144,0.8291132497138441,0.6830128695148842,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.6830128695148842
Random Black Forest (RR),OBSEA,2021-01-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1657.9027063846588,,,25.35585308074951,,,0.5064767621617207,0.8807481189646343,0.7671289326546673,0.0847488254427177,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.6823801072119496
AutoEncoder (AE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",25.678152322769165,,,10.57667589187622,,,0.6440575418307429,0.8152105297249647,0.6823197382625144,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6823197382625144
DenoisingAutoEncoder (DAE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",20.924152135849,,,11.90860104560852,,,0.5675219881403644,0.9140805296052812,0.6823197382625144,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6823197382625144
HBOS,OBSEA,2021-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,13.32269048690796,,,0.6532378573508733,0.846506153000345,0.6823197382625144,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.6823197382625144
HBOS,OBSEA,2021-02-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,16.40104866027832,,,0.6079602975932803,0.6624248711451811,0.7083986652146192,0.0263736263736263,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.682025038840993
HBOS,OBSEA,2021-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",,,,12.03156042098999,,,0.5880004680230748,0.8234532572682486,0.6818206244723376,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.6818206244723376
AutoEncoder (AE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",22.62859606742859,,,13.910029888153076,,,0.4814787382269654,0.6591733142590025,0.6818206244723376,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6818206244723376
Random Black Forest (RR),OBSEA,2021-01-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1533.22132229805,,,25.21987819671631,,,0.7460121521241938,0.8110092127206251,0.6987529186788242,0.0207564575645756,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.6779964611142486
HBOS,OBSEA,2021-01-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,10.467214584350586,,,0.5143591637884862,0.8202189700614364,0.67351975189172,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.67351975189172
AutoEncoder (AE),OBSEA,2021-01-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",21.862621307373047,,,11.556979417800903,,,0.5062417759415831,0.8341045401113895,0.67351975189172,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.67351975189172
Random Black Forest (RR),OBSEA,2021-01-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1937.1550958156583,,,23.52380990982056,,,0.4836086283903914,0.8227147282100528,0.6722123181725465,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.6722123181725465
DenoisingAutoEncoder (DAE),OBSEA,2021-01-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",21.27534937858581,,,13.150456666946411,,,0.6376116101098264,0.856510863850165,0.6683577850151022,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6683577850151022
DenoisingAutoEncoder (DAE),OBSEA,2021-01-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",20.55419111251831,,,13.866286993026732,,,0.6604633819938364,0.7786453172964696,0.7171984743043595,0.0553909277410531,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6618075465633063
DenoisingAutoEncoder (DAE),OBSEA,2021-02-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",14.956241130828856,,,9.474498510360718,,,0.8277239849817205,0.6950771489350873,0.6677672579040103,0.0091356289529163,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.658631628951094
AutoEncoder (AE),OBSEA,2021-01-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.05242609977722,,,9.71871542930603,,,0.5941418606258079,0.7610825715478305,0.6576511441731642,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.6576511441731642
DenoisingAutoEncoder (DAE),OBSEA,2021-01-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",21.19882845878601,,,11.507323265075684,,,0.5690214737770061,0.8622353093319216,0.6697974937076869,0.0143273433705682,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6554701503371188
HBOS,OBSEA,2021-01-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,11.9903564453125,,,0.6821730532656813,0.7417639064599796,0.6814467209031942,0.0262263234579893,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_44_26/results.csv,0.655220397445205
Random Black Forest (RR),OBSEA,2021-01-12,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1441.6442487239838,,,32.13502311706543,,,0.6024182843050431,0.7462888903103452,0.6488822897458475,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.6488822897458475
DenoisingAutoEncoder (DAE),OBSEA,2021-01-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.014817476272583,,,11.353537321090698,,,0.5740841876294671,0.8617947104725746,0.6617509290269242,0.0132293881407984,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.6485215408861258
AutoEncoder (AE),OBSEA,2021-01-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",20.165982007980347,,,10.798025608062744,,,0.4117487835092115,0.7781073179205297,0.645551357921514,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_31/results.csv,0.645551357921514
Random Black Forest (RR),OBSEA,2021-01-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1958.68692612648,,,24.953441619873047,,,0.8427119529391112,0.6869904672032872,0.7533974030294276,0.1107684399897198,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.6426289630397077
DenoisingAutoEncoder (DAE),OBSEA,2021-10-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",14.546028137207031,,,9.10209846496582,,,0.6366484729603994,0.4119210716348945,0.6710513445636134,0.0348011363636363,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_49/results.csv,0.636250208199977
Random Black Forest (RR),OBSEA,2021-02-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1831.8015096187592,,,23.89344477653504,,,0.8142380357651732,0.7581717702226993,0.7984901615845973,0.1647149164906892,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.633775245093908
